id,ship_name,voyage_id,date,effy_share,revenue_ss,revenue_cc,eu_revenue,carnival_share,office_supplies,discount_share,exec_folio,cc_fee_ss,cc_fee_direct,meal_charge,parole_fee,cash_advance,cash_paid_onboard
1290,RADIANCE,RD20230206004,2/6/23,"$8,756.31 ","$12,450.00 ","$2,750.00 ",,"($5,776.00)",,,($118.08),($169.11),($60.50),($320.00),,,
1291,RADIANCE,RD20230213004,2/13/23,"$23,157.56 ","$28,251.00 ","$11,065.00 ",,"($14,940.08)",,,($258.46),($396.47),($243.43),($320.00),,,
1292,RADIANCE,RD20230217003,2/17/23,"$13,706.74 ","$18,096.00 ","$5,265.00 ",,"($8,877.18)",,,($162.00),($259.25),($115.83),($240.00),,,
1293,RADIANCE,RD20230220004,2/20/23,"$28,755.12 ","$15,357.00 ","$33,430.00 ",,"($18,539.06)",,,($233.50),($203.86),($735.46),($320.00),,,
1294,RADIANCE,RD20230224003,2/24/23,"$20,706.33 ","$20,600.00 ","$14,450.00 ",,"($13,319.00)",,,($154.56),($312.21),($317.90),($240.00),,,
1295,RADIANCE,RD20230317003,3/17/23,"$19,794.15 ","$22,480.00 ","$11,070.00 ",,"($12,749.00)",,,($189.33),($333.98),($243.54),($240.00),,,
1296,RADIANCE,RD20230313004,3/13/23,"$19,522.61 ","$16,208.00 ","$17,021.00 ",,"($12,627.02)",,,($175.92),($208.99),($374.46),($320.00),,,
1297,RADIANCE,RD20230310003,3/10/23,"$4,941.50 ","$4,207.00 ","$4,650.00 ",,"($3,365.66)",,,($148.21),($59.33),($102.30),($240.00),,,
1298,RADIANCE,RD20230306004,3/6/23,"$9,457.50 ","$10,898.00 ","$5,620.00 ",,"($6,276.84)",,,($193.82),($146.20),($123.64),($320.00),,,
1299,RADIANCE,RD20230303003,3/3/23,"$19,458.34 ","$9,195.00 ","$23,934.00 ",,"($12,589.02)",,,($168.00),($147.09),($526.55),($240.00),,,
1300,RADIANCE,RD20230227004,2/27/23,"$16,143.49 ","$23,125.00 ","$4,245.00 ",,"($10,400.60)",,,($87.84),($324.68),($93.39),($320.00),,,
1301,RADIANCE,RD20230320004,3/20/23,"$14,246.49 ","$17,710.00 ","$6,668.00 ",,"($9,263.64)",,,($177.26),($223.91),($146.70),($320.00),,,
1302,RADIANCE,RD20230210003,2/10/23,"$30,015.50 ","$17,409.00 ","$33,175.00 ",,"($19,236.74)",,$14.82 ,($115.68),($261.05),($729.85),($240.00),,,
1303,RADIANCE,RD20230324003,3/24/23,"$12,689.66 ","$16,868.00 ","$4,708.00 ",,"($8,198.88)",,,($100.22),($243.66),($103.58),($240.00),,,
1304,RADIANCE,RD20230327004,3/27/23,"$7,333.74 ","$11,860.00 ","$1,000.00 ",,"($4,886.80)",,,($138.48),($158.98),($22.00),($320.00),,,
1305,RADIANCE,RD20230331003,3/31/23,"$19,079.35 ","$12,963.00 ","$19,480.00 ",,"($12,328.34)",,,($178.56),($188.19),($428.56),($240.00),,,
1306,RADIANCE,RD20230410004,4/10/23,"$3,921.05 ","$3,995.00 ","$3,245.00 ",,"($2,751.20)",,,($120.86),($55.50),($71.39),($320.00),,,
1307,RADIANCE,RD20230407003,4/7/23,"$38,558.56 ","$44,486.00 ","$20,045.00 ",,"($24,521.78)",,,($112.97),($656.70),($440.99),($240.00),,,
1308,RADIANCE,RD20230414003,4/14/23,"$9,888.27 ","$16,896.00 ",,,"($6,420.48)",,,($92.55),($254.70),,($240.00),,,
1309,SENSATION,SE20220216021,2/16/22,"($1,936.40)",,,,,,,,,,"($1,936.40)",,,
1310,SPIRIT,SP20220307005,3/7/22,"$9,081.69 ","$8,140.00 ","$7,485.00 ",,"($5,937.50)",,,($27.36),($106.28),($163.17),($309.00),,,
1311,SPIRIT,SP20220312005,3/12/22,"$12,208.15 ","$12,529.00 ","$8,460.00 ",,"($7,975.82)",,,($45.49),($163.11),($184.43),($412.00),,,
1312,SPIRIT,SP20220317004,3/17/22,"$7,477.07 ","$10,705.00 ","$2,245.00 ",,"($4,921.00)",,,($25.92),($147.47),($48.94),($329.60),,,
1313,SPIRIT,SP20220321005,3/21/22,"$22,081.90 ","$28,975.00 ","$8,301.00 ",,"($14,214.28)",,$65.00 ,($31.81),($420.05),($180.96),($412.00),,,
1314,SPIRIT,SP20220326005,3/26/22,"$17,795.08 ","$18,675.00 ","$11,575.00 ",,"($11,495.00)",,,($34.21),($261.37),($252.34),($412.00),,,
1315,SPIRIT,SP20220331004,3/31/22,"$20,776.00 ","$23,212.00 ","$11,862.50 ",,"($13,328.31)",,,($53.28),($328.71),($258.60),($329.60),,,
1316,SPIRIT,SP20220404005,4/4/22,"$17,991.11 ","$17,935.00 ","$12,625.00 ",,"($11,612.80)",,,($31.57),($237.29),($275.23),($412.00),,,
1317,SPIRIT,SP20220409005,4/9/22,"$15,220.77 ","$12,930.00 ","$13,231.00 ",,"($9,941.18)",,,($32.88),($183.33),($288.44),($494.40),,,
1318,SPIRIT,SP20220414003,4/14/22,($247.20),,,,,,,,,,($247.20),,,
1319,SPIRIT,SP20220417016,4/17/22,"$66,593.70 ","$75,491.00 ","$37,319.00 ",,"($42,867.80)",,,($55.34),"($1,161.21)",($813.55),"($1,318.40)",,,
1320,SPIRIT,SP20220503007,5/3/22,"$43,302.25 ","$45,409.00 ","$27,650.50 ",,"($27,762.61)",,,($176.99),($493.87),($602.78),($721.00),,,
1321,SPIRIT,SP20220510008,5/10/22,"$28,738.54 ","$21,895.00 ","$27,307.00 ",,"($18,696.76)",,,($104.89),($242.52),($595.29),($824.00),,,
1322,SPIRIT,SP20220518008,5/18/22,"$26,866.26 ","$29,207.00 ","$16,365.00 ",,"($17,148.26)",,,($90.14),($286.58),($356.76),($824.00),,,
1323,SPIRIT,SP20220526006,5/26/22,"$44,302.82 ","$45,831.00 ","$28,970.00 ",,"($28,424.38)",,,($245.76),($578.49),($631.55),($618.00),,,
1324,SPIRIT,SP20220601008,6/1/22,"$48,268.12 ","$58,894.00 ","$22,219.00 ",,"($30,822.94)",,,($79.20),($634.37),($484.37),($824.00),,,
1325,SPIRIT,SP20220609006,6/9/22,"$25,557.45 ","$42,079.00 ","$1,051.00 ",,"($16,431.20)",,$55.00 ,($47.52),($507.92),($22.91),($618.00),,,
1326,SPIRIT,SP20220615008,6/15/22,"$34,986.22 ","$40,731.00 ","$18,162.00 ",,"($22,379.34)",,,($60.49),($453.02),($395.93),($618.00),,,
1327,SPIRIT,SP20220623006,6/23/22,"$36,442.36 ","$30,109.50 ","$31,519.00 ",,"($23,480.39)",,$81.00 ,($124.96),($356.68),($687.11),($618.00),,,
1328,SPIRIT,SP20220629008,6/29/22,"$47,182.43 ","$34,044.00 ","$45,501.00 ",,"($30,227.10)",,,($112.76),($412.79),($991.92),($618.00),,,
1329,SPIRIT,SP20220707006,7/7/22,"$41,716.26 ","$53,912.00 ","$15,831.00 ",,"($26,502.34)",,,($64.45),($620.43),($345.12),($494.40),,,
1330,SPIRIT,SP20220713008,7/13/22,"$20,653.06 ","$32,734.00 ","$2,388.00 ",,"($13,346.36)",,,($67.15),($344.17),($52.06),($659.20),,,
1331,SPIRIT,SP20220721006,7/21/22,"$37,218.66 ","$35,548.00 ","$27,085.00 ",,"($23,800.54)",,,($118.07),($410.88),($590.45),($494.40),,,
1332,SPIRIT,SP20220727008,7/27/22,"$46,226.70 ","$59,742.00 ","$17,714.00 ",,"($29,433.28)",,,($111.83),($638.82),($386.17),($659.20),,,
1333,SPIRIT,SP20220804006,8/4/22,"$42,467.55 ","$55,245.00 ","$15,858.00 ",,"($27,019.14)",,,($128.64),($647.57),($345.70),($494.40),,,
1334,SPIRIT,SP20220810008,8/10/22,"$37,789.86 ","$35,276.00 ","$28,665.00 ",,"($24,312.40)",,$19.50 ,($146.26),($427.88),($624.90),($659.20),,,
1335,SPIRIT,SP20220818006,8/18/22,"$22,266.98 ","$22,845.00 ","$15,137.00 ",,"($14,433.16)",,,($175.09),($282.38),($329.99),($494.40),,,
1336,SPIRIT,SP20220824007,8/24/22,"$61,943.65 ","$59,996.00 ","$43,850.00 ",,"($39,461.48)",,,($197.29),($710.85),($955.93),($576.80),,,
1337,SPIRIT,SP20220831006,8/31/22,"$26,270.29 ","$33,497.00 ","$10,949.00 ",,"($16,889.48)",,,($141.36),($411.78),($238.69),($494.40),,,
1338,SPIRIT,SP20220906007,9/6/22,"$45,195.37 ","$49,508.00 ","$26,361.00 ",,"($28,830.22)",,,($94.56),($597.38),($574.67),($576.80),,,
1339,SPIRIT,SP20220913007,9/13/22,"$69,619.18 ","$95,030.00 ","$21,166.00 ",,"($44,154.48)",,,($165.57),"($1,218.55)",($461.42),($576.80),,,
1340,SPIRIT,SP20221006002,10/6/22,"$1,429.63 ",$400.00 ,"$2,295.00 ",,"($1,024.10)",,,($20.88),($5.56),($50.03),($164.80),,,
1341,SPIRIT,SP20220920016,9/20/22,"$114,495.83 ","$106,205.00 ","$86,979.00 ",,"($73,409.92)",,,($495.35),"($1,568.36)","($1,896.14)","($1,318.40)",,,
1342,SPIRIT,SP20221008008,10/8/22,"$50,225.47 ","$58,225.00 ","$26,821.00 ",,"($32,317.48)",,,($397.16),($861.99),($584.70),($659.20),,,
1343,SPIRIT,SP20221016006,10/16/22,"$41,493.59 ","$36,828.00 ","$33,112.00 ",,"($26,577.20)",,,($133.04),($519.93),($721.84),($494.40),,,
1344,SPIRIT,SP20221022008,10/22/22,"$41,284.32 ","$40,821.00 ","$28,698.00 ",,"($26,417.22)",,,($111.26),($586.18),($625.62),($494.40),,,
1345,SPIRIT,SP2022103006,10/30/22,"$14,106.91 ","$20,211.00 ","$3,990.00 ",,"($9,196.38)",,,($54.75),($261.58),($86.98),($494.40),,,
1346,SPIRIT,SP20221105008,11/5/22,"$19,802.11 ","$28,616.00 ","$5,301.00 ",,"($12,888.46)",,,($53.04),($398.63),($115.56),($659.20),,,
1347,SPIRIT,SP20221113006,11/13/22,"$30,370.78 ","$32,167.00 ","$19,195.00 ",,"($19,517.56)",,,($100.80),($460.01),($418.45),($494.40),,,
1348,SPIRIT,SP20221119008,11/19/22,"$27,144.98 ","$39,003.00 ","$7,167.00 ",,"($17,544.60)",,,($113.67),($551.31),($156.24),($659.20),,,
1349,SPIRIT,SP20221127000,11/27/22,"$13,909.32 ","$11,028.00 ","$13,023.00 ",,"($9,139.38)",,,($83.17),($140.83),($283.90),($494.40),,,
1350,SPIRIT,SP20221203008,12/3/22,"$66,963.24 ","$86,276.70 ","$25,815.00 ",,"($42,594.85)",,,($95.15),"($1,230.53)",($567.93),($640.00),,,
1351,SPIRIT,SP20221211006,12/11/22,"$19,216.06 ","$18,751.00 ","$13,978.00 ",,"($12,437.02)",,,($31.69),($256.71),($307.52),($480.00),,,
1352,SPIRIT,SP20221217006,12/17/22,"$16,207.57 ","$12,699.00 ","$15,168.00 ",,"($10,589.46)",,,($90.32),($165.95),($333.70),($480.00),,,
1353,SPIRIT,SP20221223008,12/23/22,"$46,283.72 ","$19,791.00 ","$58,537.00 ",,"($29,764.64)",,,($49.57),($302.26),"($1,287.81)",($640.00),,,
1354,SPIRIT,SP20221231008,12/31/22,"$22,286.76 ","$17,342.00 ","$20,953.00 ",,"($14,552.10)",,,($98.94),($256.23),($460.97),($640.00),,,
1355,SPIRIT,SP20230108006,1/8/23,"$13,382.37 ","$14,591.00 ","$8,556.00 ",,"($8,795.86)",,,($114.23),($186.31),($188.23),($480.00),,,
1356,SPIRIT,SP20230114008,1/14/23,"$65,431.38 ","$57,177.00 ","$52,724.00 ",,"($41,762.38)",,,($122.89),($784.42),"($1,159.93)",($640.00),,,
1357,SPIRIT,SP20230122006,1/22/23,"$14,537.23 ","$20,340.00 ","$4,765.00 ",,"($9,539.90)",,,($183.14),($259.90),($104.83),($480.00),,,
1358,SPIRIT,SP20230128008,1/28/23,"$23,268.12 ","$25,254.00 ","$14,700.00 ",,"($15,182.52)",,,($222.44),($317.52),($323.40),($640.00),,,
1359,SPIRIT,SP20230205006,2/5/23,"$27,718.27 ","$34,552.00 ","$12,489.00 ",,"($17,875.58)",,,($225.36),($467.03),($274.76),($480.00),,,
1360,SPIRIT,SP20230211008,2/11/23,"$52,701.04 ","$64,675.00 ","$23,748.00 ",,"($33,600.74)",,,($168.37),($790.39),($522.46),($640.00),,,
1361,SPIRIT,SP20230219006,2/19/23,"$24,791.85 ","$30,731.00 ","$11,335.00 ",,"($15,985.08)",,,($190.56),($369.14),($249.37),($480.00),,,
1362,SPIRIT,SP20230311008,3/11/23,"$29,123.30 ","$19,199.00 ","$30,655.00 ",,"($18,944.52)",,,($200.05),($271.72),($674.41),($640.00),,,
1363,SPIRIT,SP20230305006,3/5/23,"$31,095.57 ","$30,907.00 ","$21,678.00 ",,"($19,982.30)",,,($140.40),($409.81),($476.92),($480.00),,,
1364,SPIRIT,SP20230225008,2/25/23,"$41,041.25 ","$40,120.00 ","$29,342.00 ",,"($26,395.56)",,,($183.25),($556.42),($645.52),($640.00),,,
1365,SPIRIT,SP20230319006,3/19/23,"$23,075.99 ","$16,977.00 ","$22,291.50 ",,"($14,922.03)",,,($87.37),($212.70),($490.41),($480.00),,,
1366,SPIRIT,SP20230325008,3/25/23,"$27,546.69 ","$40,215.00 ","$6,584.00 ",,"($17,783.62)",,,($127.70),($556.14),($144.85),($640.00),,,
1367,SPIRIT,SP20230402006,4/2/23,"$6,775.55 ","$8,245.00 ","$3,892.00 ",,"($4,612.06)",,,($81.25),($102.52),($85.62),($480.00),,,
1368,SPIRIT,SP20230408008,4/8/23,"$37,245.32 ","$45,955.00 ","$16,841.00 ",,"($23,862.48)",,,($28.93),($648.77),($370.50),($640.00),,,
1369,SPLENDOR,SL20220413007,4/13/22,($309.00),,,,,,,,,,($309.00),,,
1370,SPLENDOR,SL20220426006,4/26/22,($453.20),,,,,,,,,,($453.20),,,
1371,SPLENDOR,SL20220502008,5/2/22,"$28,866.85 ","$30,415.00 ","$18,590.00 ",,"($18,773.52)",,$199.50 ,($181.54),($318.13),($405.26),($659.20),,,
1372,SPLENDOR,SL20220510007,5/10/22,"$40,149.08 ","$29,859.00 ","$38,182.00 ",,"($25,855.58)",,,($145.66),($337.31),($832.37),($721.00),,,
1373,SPLENDOR,SL20220517007,5/17/22,"$39,440.47 ","$53,829.00 ","$12,615.00 ",,"($25,248.72)",,,($139.44),($619.36),($275.01),($721.00),,,
1374,SPLENDOR,SL20220524007,5/24/22,"$34,687.85 ","$42,822.00 ","$15,685.00 ",,"($22,290.80)",,$76.50 ,($193.50),($492.62),($341.93),($576.80),,,
1375,SPLENDOR,SL20220531007,5/31/22,"$17,735.92 ","$20,999.00 ","$9,782.00 ",,"($11,736.68)",,$52.50 ,($173.32),($253.33),($213.25),($721.00),,,
1376,SPLENDOR,SL20220607007,6/7/22,"$29,743.00 ","$25,392.00 ","$25,322.00 ",,"($19,271.32)",,,($113.52),($313.14),($552.02),($721.00),,,
1377,SPLENDOR,SL20220614007,6/14/22,"$47,730.92 ","$44,109.00 ","$36,356.80 ",,"($30,911.10)",,$439.60 ,($262.95),($486.85),($792.58),($721.00),,,
1378,SPLENDOR,SL20220621007,6/21/22,"$47,308.13 ","$49,217.00 ","$30,321.00 ",,"($30,262.44)",,$50.00 ,($120.96),($514.47),($661.00),($721.00),,,
1379,SPLENDOR,SL20220628007,6/28/22,"$47,764.23 ","$54,505.00 ","$25,693.00 ",,"($30,646.62)",,$225.50 ,($55.33),($676.21),($560.11),($721.00),,,
1380,SPLENDOR,SL20220705007,7/5/22,"$59,214.37 ","$63,672.00 ","$35,696.00 ",,"($37,759.84)",,,($186.99),($707.63),($778.17),($721.00),,,
1381,SPLENDOR,SL20220712007,7/12/22,"$35,626.96 ","$35,637.00 ","$24,723.00 ",,"($22,936.80)",,,($94.70),($441.58),($538.96),($721.00),,,
1382,SPLENDOR,SL20220719007,7/19/22,"$65,702.74 ","$55,929.40 ","$54,331.00 ",,"($41,966.82)",,$89.30 ,($122.54),($652.18),"($1,184.42)",($721.00),,,
1383,SPLENDOR,SL20220726007,7/26/22,"$42,795.74 ","$61,365.20 ","$10,657.00 ",,"($27,405.98)",,$49.40 ,($201.26),($715.30),($232.32),($721.00),,,
1384,SPLENDOR,SL20220802007,8/2/22,"$54,419.35 ","$48,384.00 ","$43,210.00 ",,"($34,805.72)",,,($114.86),($591.09),($941.98),($721.00),,,
1385,SPLENDOR,SL20220809007,8/9/22,"$41,727.29 ","$59,928.60 ","$10,595.00 ",,"($26,858.40)",,$78.20 ,($321.17),($742.97),($230.97),($721.00),,,
1386,SPLENDOR,SL20220816007,8/16/22,"$59,445.66 ","$40,513.74 ","$59,764.00 ",,"($38,132.35)",,$35.28 ,($217.53),($493.62),"($1,302.86)",($721.00),,,
1387,SPLENDOR,SL20220823007,8/23/22,"$52,109.14 ","$54,039.00 ","$33,543.00 ",,"($33,370.08)",,$117.00 ,($104.18),($663.36),($731.24),($721.00),,,
1388,SPLENDOR,SL20220830007,8/30/22,"$76,817.20 ","$81,384.00 ","$44,955.00 ",,"($46,752.54)",,$44.50 ,($154.86),($957.88),($980.02),($721.00),,,
1389,SPLENDOR,SL20220906023,9/6/22,"$79,236.30 ","$76,698.00 ","$58,809.00 ",,"($51,454.66)",,,($380.07),"($1,135.13)","($1,282.04)","($2,018.80)",,,
1390,SPLENDOR,SL20221009010,10/9/22,"$52,309.96 ","$40,167.90 ","$49,325.00 ",,"($34,022.73)",,$20.30 ,($82.19),($519.53),"($1,075.29)","($1,503.50)",,,
1391,SPLENDOR,SL20221019008,10/19/22,"$14,854.84 ","$8,030.00 ","$17,965.00 ",,"($9,878.10)",,,($45.60),($103.14),($391.64),($721.68),,,
1392,SPLENDOR,SL03102722,10/27/22,"$9,170.53 ","$11,953.59 ","$2,826.36 ",,"($5,105.80)",,,($24.75),($175.92),($32.32),($270.63),,,
1393,SPLENDOR,SL06103022,10/30/22,"$35,778.73 ","$11,380.00 ","$45,771.49 ",,"($19,743.24)",,,($39.90),($163.81),($884.55),($541.26),,,
1394,SPLENDOR,SL05110522,11/5/22,"$10,807.41 ","$8,398.49 ","$9,527.50 ",,"($6,192.61)",,,($32.55),($119.85),($172.17),($601.40),,,
1395,SPLENDOR,SL04100522,10/5/22,"$19,546.61 ","$9,404.55 ","$22,250.45 ",,"($10,935.36)",,,($17.12),($132.18),($422.33),($601.40),,,
1396,SPLENDOR,SL20221110008,11/10/22,"$26,788.78 ","$26,125.75 ","$19,990.65 ",,"($17,524.23)",,,($75.24),($330.11),($435.80),($962.24),,,
1397,SPLENDOR,SL20221121010,11/21/22,"$41,444.87 ","$41,739.47 ","$29,126.62 ",,"($26,929.11)",,,($95.93),($558.42),($634.96),"($1,202.80)",,,
1398,SPLENDOR,SL04120122,12/1/22,"$9,872.70 ","$14,756.10 ","$1,475.61 ",,"($5,607.32)",,,($41.99),($89.75),($138.67),($481.28),,,
1399,SPLENDOR,SL20221205010,12/5/22,"$28,761.12 ","$31,003.00 ","$18,791.87 ",,"($18,922.05)",,,($99.75),($395.33),($413.42),"($1,203.20)",,,
1400,SPLENDOR,SL04121522,12/15/22,"$19,293.38 ","$23,691.59 ","$4,500.00 ","$2,819.16 ","($10,712.80)",,,($46.88),($377.41),($99.00),($481.28),,,
1401,SPLENDOR,SL20221219008,12/19/22,"$40,175.61 ","$43,626.99 ","$24,720.00 ",,"($25,971.86)",,,($85.95),($607.17),($543.84),($962.56),,,
1402,SPLENDOR,SL03122722,12/27/22,"$22,240.35 ","$10,139.91 ","$25,457.74 ",,"($12,297.37)",,,($53.54),($156.56),($488.87),($360.96),,,
1403,SPLENDOR,SL20221230009,12/30/22,"$36,586.76 ","$39,059.05 ","$23,551.24 ",,"($23,791.91)",,,($101.88),($528.73),($518.13),"($1,082.88)",,,
1404,SPLENDOR,SL04010823,1/8/23,"$5,626.48 ","$9,592.50 ",,,"($3,313.77)",,,($50.45),($120.52),,($481.28),,,
1405,SPLENDOR,SL05011223,1/12/23,"$12,757.63 ","$14,691.72 ","$6,303.52 ",,"($7,252.90)",,,($57.33),($187.10),($138.68),($601.60),,,
1406,SPLENDOR,SL20230117008,1/17/23,"$29,315.14 ","$27,829.81 ","$22,516.10 ",,"($19,131.45)",,,($110.49),($330.92),($495.35),($962.56),,,
1407,SPLENDOR,SL04012523,1/25/23,"$5,225.67 ","$8,177.27 ",$817.73 ,,"($3,107.36)",,,($50.78),($129.91),,($481.28),,,
1408,SPLENDOR,SL04100122,10/1/22,"$43,371.26 ","$36,611.48 ","$32,978.15 ",,"($24,040.05)",,,($429.00),($566.91),($581.01),($601.40),,,
1409,SPLENDOR,SL20230129011,1/29/23,"$53,180.88 ","$74,509.97 ","$16,029.93 ",,"($34,405.16)",,,($359.72),($917.96),($352.66),"($1,323.52)",,,
1410,SPLENDOR,SL04020923,2/9/23,"$34,649.31 ","$37,426.81 ","$17,618.18 ",,"($19,015.54)",,,($83.51),($537.84),($277.51),($481.28),,,
1411,SPLENDOR,SL20230213010,2/13/23,"$29,156.27 ","$43,827.63 ","$6,447.72 ",,"($19,104.63)",,,($154.22),($515.18),($141.85),"($1,203.20)",,,
1412,SPLENDOR,SL03022323,2/23/23,"$11,341.66 ","$16,688.50 ","$1,668.85 ",,"($6,341.63)",,,($52.28),($260.82),,($360.96),,,
1413,SPLENDOR,SL20230306010,3/6/23,"$30,895.41 ","$53,037.35 ",,,"($20,154.19)",,,($182.53),($615.62),,"($1,189.60)",,,
1414,SPLENDOR,SL20230226008,2/26/23,"$17,961.84 ","$31,417.72 ",,,"($11,938.73)",,,($176.40),($389.07),,($951.68),,,
1415,SPLENDOR,SL03031623,3/19/23,"$5,298.94 ","$8,900.00 ",,,"($3,074.55)",,,($28.92),($140.71),,($356.88),,,
1416,SPLENDOR,SL20230319009,3/19/23,"$44,278.66 ","$38,581.00 ","$37,519.00 ",,"($28,918.00)",,,($498.10),($509.18),($825.42),"($1,070.64)",,,
1417,SPLENDOR,SL20230328010,3/28/23,"$32,091.42 ","$36,875.49 ","$18,700.00 ",,"($21,118.69)",,,($341.31),($423.07),($411.40),"($1,189.60)",,,
1418,SPLENDOR,SL04040723,4/7/23,"$18,491.08 ","$14,249.44 ","$15,424.94 ",,"($10,251.15)",,,($39.00),($137.31),($280.00),($475.84),,,
1419,SUNRISE,SN20220901004,9/1/22,($412.00),,,,,,,,,,($412.00),,,
1420,SUNRISE,SN20220905005,9/5/22,"$14,905.65 ","$15,330.00 ","$10,370.00 ",,"($9,766.00)",,,($78.48),($208.80),($226.07),($515.00),,,
1421,SUNRISE,SN20220910005,9/10/22,"$21,731.12 ","$18,331.00 ","$18,597.50 ",,"($14,032.83)",,,($89.89),($257.23),($405.43),($412.00),,,
1422,SUNRISE,SN20220915004,9/15/22,"$29,829.94 ","$34,089.00 ","$16,190.00 ",,"($19,106.02)",,,($184.30),($476.20),($352.94),($329.60),,,
1423,SUNRISE,SN20220919005,9/19/22,"$25,502.80 ","$24,515.00 ","$18,707.00 ",,"($16,424.36)",,,($140.91),($334.12),($407.81),($412.00),,,
1424,SUNRISE,SN20220924005,9/24/22,"$35,907.38 ","$36,086.00 ","$24,340.00 ",,"($22,961.88)",,,($116.64),($497.49),($530.61),($412.00),,,
1425,SUNRISE,SN20220929004,9/29/22,"$29,771.05 ","$24,560.00 ","$25,801.00 ",,"($19,137.18)",,,($225.97),($334.74),($562.46),($329.60),,,
1426,SUNRISE,SN20221003005,10/3/22,"$31,057.57 ","$41,479.00 ","$10,770.00 ",,"($19,854.62)",,,($119.17),($570.85),($234.79),($412.00),,,
1427,SUNRISE,SN20221013004,10/13/22,"$22,893.41 ","$21,925.00 ","$16,816.00 ",,"($14,721.58)",,,($123.49),($306.33),($366.59),($329.60),,,
1428,SUNRISE,SN20221008005,10/8/22,"$39,267.12 ","$45,462.00 ","$20,503.00 ",,"($25,066.70)",,,($129.60),($642.61),($446.97),($412.00),,,
1429,SUNRISE,SN20221017005,10/17/22,"$16,315.74 ","$18,963.00 ","$9,011.00 ",,"($10,630.12)",,,($165.84),($253.86),($196.44),($412.00),,,
1430,SUNRISE,SN20221022005,10/22/22,"$41,717.05 ","$47,355.00 ","$22,852.00 ",,"($26,678.66)",,,($244.14),($656.98),($498.17),($412.00),,,
1431,SUNRISE,SN20221031005,10/31/22,"$32,928.19 ","$33,271.00 ","$22,276.00 ",,"($21,107.86)",,,($167.41),($445.92),($485.62),($412.00),,,
1432,SUNRISE,SN20221027004,10/27/22,"$33,290.43 ","$36,783.00 ","$19,360.00 ",,"($21,334.34)",,,($252.02),($514.56),($422.05),($329.60),,,
1433,SUNRISE,SN20221105005,11/5/22,"$34,311.52 ","$37,448.00 ","$20,385.00 ",,"($21,976.54)",,,($170.40),($518.15),($444.39),($412.00),,,
1434,SUNRISE,SN20221110004,11/10/22,"$27,209.92 ","$28,053.00 ","$17,858.00 ",,"($17,446.18)",,,($149.93),($386.07),($389.30),($329.60),,,
1435,SUNRISE,SN20221114005,11/14/22,"$49,835.53 ","$58,071.00 ","$25,991.00 ",,"($32,095.56)",,,($329.46),($814.13),($575.32),($412.00),,,
1436,SUNRISE,SN20221119004,11/19/22,"$20,181.15 ","$7,043.00 ","$27,375.00 ",,"($13,078.84)",,,($134.98),($96.65),($596.78),($329.60),,,
1437,SUNRISE,SN20221123005,11/23/22,"$22,018.82 ","$26,618.00 ","$10,825.00 ",,"($14,228.34)",,,($182.45),($365.40),($235.99),($412.00),,,
1438,SUNRISE,SN20221128005,11/28/22,"$22,220.06 ","$9,371.00 ","$28,485.00 ",,"($14,385.28)",,,($201.75),($118.94),($620.97),($309.00),,,
1439,SUNRISE,SN20221203005,12/3/22,"$43,816.41 ","$35,541.00 ","$38,318.00 ",,"($28,066.42)",,,($259.49),($473.68),($843.00),($400.00),,,
1440,SUNRISE,SN20221208004,12/8/22,"$23,602.66 ","$22,935.00 ","$16,978.00 ",,"($15,166.94)",,,($128.72),($321.16),($373.52),($320.00),,,
1441,SUNRISE,SN20221212005,12/12/22,"$26,749.36 ","$21,253.00 ","$24,079.00 ",,"($17,226.16)",,,($155.04),($271.70),($529.74),($400.00),,,
1442,SUNRISE,SN20221217004,12/17/22,"$35,290.41 ","$30,028.00 ","$29,283.00 ",,"($22,538.18)",,,($123.46),($394.72),($644.23),($320.00),,,
1443,SUNRISE,SN20221221005,12/21/22,"$25,986.45 ","$16,360.00 ","$27,794.00 ",,"($16,820.32)",,$41.80 ,($142.80),($214.76),($611.47),($420.00),,,
1444,SUNRISE,SN20221226005,12/26/22,"$18,330.24 ","$22,162.00 ","$9,155.00 ",,"($11,900.46)",,,($178.55),($306.34),($201.41),($400.00),,,
1445,SUNRISE,SN20221231005,12/31/22,"$31,745.05 ","$25,070.00 ","$28,626.00 ",,"($20,404.48)",,,($157.87),($358.83),($629.77),($400.00),,,
1446,SUNRISE,SN20230105004,1/5/23,"$22,748.17 ","$19,179.00 ","$19,359.00 ",,"($14,644.44)",,,($141.26),($258.23),($425.90),($320.00),,,
1447,SUNRISE,SN20230109005,1/9/23,"$34,993.02 ","$39,052.00 ","$20,033.00 ",,"($22,452.30)",,,($270.32),($528.63),($440.73),($400.00),,,
1448,SUNRISE,SN20230114005,1/14/23,"$27,329.44 ","$24,129.00 ","$22,450.00 ",,"($17,700.02)",,,($333.85),($321.79),($493.90),($400.00),,,
1449,SUNRISE,SN20230119004,1/19/23,"$21,210.05 ","$26,460.00 ","$9,584.00 ",,"($13,696.72)",,,($222.94),($383.44),($210.85),($320.00),,,
1450,SUNRISE,SN20230123005,1/23/23,"$28,380.71 ","$22,155.00 ","$26,095.00 ",,"($18,335.00)",,,($275.80),($284.40),($574.09),($400.00),,,
